"","Date","variable","value"
"674",2012-07-16,"Microwave",24
"675",2012-07-17,"Microwave",24
"676",2012-07-18,"Microwave",24
"677",2012-07-19,"Microwave",24
"678",2012-07-20,"Microwave",24
"679",2012-07-21,"Microwave",24
"680",2012-07-22,"Microwave",24
"681",2012-07-23,"Microwave",24
"682",2012-07-24,"Microwave",24
"683",2012-07-25,"Microwave",24
"684",2012-07-26,"Microwave",24
"685",2012-07-27,"Microwave",24
"686",2012-07-28,"Microwave",24
"687",2012-07-29,"Microwave",24
"688",2012-07-30,"Microwave",24
"689",2012-07-31,"Microwave",24
"690",2012-08-01,"Microwave",24
"691",2012-08-02,"Microwave",24
"692",2012-08-03,"Microwave",24
"693",2012-08-04,"Microwave",24
"694",2012-08-05,"Microwave",24
"695",2012-08-06,"Microwave",24
"696",2012-08-07,"Microwave",24
"697",2012-08-08,"Microwave",24
"698",2012-08-09,"Microwave",24
"699",2012-08-10,"Microwave",24
"700",2012-08-11,"Microwave",24
"701",2012-08-12,"Microwave",24
"702",2012-08-13,"Microwave",24
"703",2012-08-14,"Microwave",24
"704",2012-08-15,"Microwave",24
"705",2012-08-16,"Microwave",24
"706",2012-08-17,"Microwave",24
"707",2012-08-18,"Microwave",24
"708",2012-08-19,"Microwave",24
"709",2012-08-20,"Microwave",24
"710",2012-08-21,"Microwave",24
"711",2012-08-22,"Microwave",24
"712",2012-08-23,"Microwave",24
"713",2012-08-24,"Microwave",24
"714",2012-08-25,"Microwave",24
"715",2012-08-26,"Microwave",24
"716",2012-08-27,"Microwave",24
"717",2012-08-28,"Microwave",24
"718",2012-08-29,"Microwave",24
"719",2012-08-30,"Microwave",24
"720",2012-08-31,"Microwave",24
"721",2012-09-01,"Microwave",24
"722",2012-09-02,"Microwave",24
"723",2012-09-03,"Microwave",24
"724",2012-09-04,"Microwave",24
"725",2012-09-05,"Microwave",24
"726",2012-09-06,"Microwave",24
"727",2012-09-07,"Microwave",24
"728",2012-09-08,"Microwave",24
"729",2012-09-09,"Microwave",24
"730",2012-09-10,"Microwave",24
"731",2012-09-11,"Microwave",24
"732",2012-09-12,"Microwave",24
"733",2012-09-13,"Microwave",24
"734",2012-09-14,"Microwave",24
"735",2012-09-15,"Microwave",24
"736",2012-09-16,"Microwave",24
"737",2012-09-17,"Microwave",24
"738",2012-09-18,"Microwave",24
"739",2012-09-19,"Microwave",24
"740",2012-09-20,"Microwave",24
"741",2012-09-21,"Microwave",24
"742",2012-09-22,"Microwave",24
"743",2012-09-23,"Microwave",24
"744",2012-09-24,"Microwave",24
"745",2012-09-25,"Microwave",24
"746",2012-09-26,"Microwave",24
"747",2012-09-27,"Microwave",24
"748",2012-09-28,"Microwave",24
"749",2012-09-29,"Microwave",24
"750",2012-09-30,"Microwave",24
"751",2012-10-01,"Microwave",24
"752",2012-10-02,"Microwave",24
"753",2012-10-03,"Microwave",24
"754",2012-10-04,"Microwave",24
"755",2012-10-05,"Microwave",24
"756",2012-10-06,"Microwave",24
"757",2012-10-07,"Microwave",24
"758",2012-10-08,"Microwave",24
"759",2012-10-09,"Microwave",24
"760",2012-10-10,"Microwave",24
"761",2012-10-11,"Microwave",24
"762",2012-10-12,"Microwave",24
"763",2012-10-13,"Microwave",24
"764",2012-10-14,"Microwave",24
"765",2012-10-15,"Microwave",24
"766",2012-10-16,"Microwave",24
"767",2012-10-17,"Microwave",24
"768",2012-10-18,"Microwave",24
"769",2012-10-19,"Microwave",24
"770",2012-10-20,"Microwave",24
"771",2012-10-21,"Microwave",24
"772",2012-10-22,"Microwave",24
"773",2012-10-23,"Microwave",24
"774",2012-10-24,"Microwave",24
"775",2012-10-25,"Microwave",24
"776",2012-10-26,"Microwave",24
"777",2012-10-27,"Microwave",24
"778",2012-10-28,"Microwave",24
"779",2012-10-29,"Microwave",24
"780",2012-10-30,"Microwave",24
"781",2012-10-31,"Microwave",24
"782",2012-11-01,"Microwave",24
"783",2012-11-02,"Microwave",24
"784",2012-11-03,"Microwave",24
"785",2012-11-04,"Microwave",24
"786",2012-11-05,"Microwave",24
"787",2012-11-06,"Microwave",24
"788",2012-11-07,"Microwave",24
"789",2012-11-08,"Microwave",24
"790",2012-11-09,"Microwave",24
"791",2012-11-10,"Microwave",24
"792",2012-11-11,"Microwave",24
"793",2012-11-12,"Microwave",24
"794",2012-11-13,"Microwave",24
"795",2012-11-14,"Microwave",24
"796",2012-11-15,"Microwave",24
"797",2012-11-16,"Microwave",24
"798",2012-11-17,"Microwave",24
"799",2012-11-18,"Microwave",24
"800",2012-11-19,"Microwave",24
"801",2012-11-20,"Microwave",24
"802",2012-11-21,"Microwave",24
"803",2012-11-22,"Microwave",24
"804",2012-11-23,"Microwave",24
"805",2012-11-24,"Microwave",24
"806",2012-11-25,"Microwave",24
"807",2012-11-26,"Microwave",24
"808",2012-11-27,"Microwave",24
"809",2012-11-28,"Microwave",24
"810",2012-11-29,"Microwave",24
"811",2012-11-30,"Microwave",24
"812",2012-12-01,"Microwave",24
"813",2012-12-02,"Microwave",24
"814",2012-12-03,"Microwave",24
"815",2012-12-04,"Microwave",24
"816",2012-12-05,"Microwave",24
"817",2012-12-06,"Microwave",24
"818",2012-12-07,"Microwave",24
"819",2012-12-08,"Microwave",24
"820",2012-12-09,"Microwave",24
"821",2012-12-10,"Microwave",24
"822",2012-12-11,"Microwave",24
"823",2012-12-12,"Microwave",24
"824",2012-12-13,"Microwave",24
"825",2012-12-14,"Microwave",24
"826",2012-12-15,"Microwave",24
"827",2012-12-16,"Microwave",24
"828",2012-12-17,"Microwave",24
"829",2012-12-18,"Microwave",24
"830",2012-12-19,"Microwave",24
"831",2012-12-20,"Microwave",24
"832",2012-12-21,"Microwave",24
"833",2012-12-22,"Microwave",24
"834",2012-12-23,"Microwave",24
"835",2012-12-24,"Microwave",24
"836",2012-12-25,"Microwave",24
"837",2012-12-26,"Microwave",24
"838",2012-12-27,"Microwave",24
"839",2012-12-28,"Microwave",24
"840",2012-12-29,"Microwave",24
"841",2012-12-30,"Microwave",24
"842",2012-12-31,"Microwave",24
"843",2013-01-01,"Microwave",24
"844",2013-01-02,"Microwave",24
"845",2013-01-03,"Microwave",24
"846",2013-01-04,"Microwave",24
"847",2013-01-05,"Microwave",24
"848",2013-01-06,"Microwave",24
"849",2013-01-07,"Microwave",24
"850",2013-01-08,"Microwave",24
"851",2013-01-09,"Microwave",24
"852",2013-01-10,"Microwave",24
"853",2013-01-11,"Microwave",24
"854",2013-01-12,"Microwave",24
"855",2013-01-13,"Microwave",24
"856",2013-01-14,"Microwave",24
"857",2013-01-15,"Microwave",24
"858",2013-01-16,"Microwave",24
"859",2013-01-17,"Microwave",24
"860",2013-01-18,"Microwave",24
"861",2013-01-19,"Microwave",24
"862",2013-01-20,"Microwave",24
"863",2013-01-21,"Microwave",24
"864",2013-01-22,"Microwave",24
"865",2013-01-23,"Microwave",24
"866",2013-01-24,"Microwave",24
"867",2013-01-25,"Microwave",24
"868",2013-01-26,"Microwave",24
"869",2013-01-27,"Microwave",24
"870",2013-01-28,"Microwave",24
"871",2013-01-29,"Microwave",24
"872",2013-01-30,"Microwave",24
"873",2012-06-27,"Fridge",24
"874",2012-06-28,"Fridge",24
"875",2012-06-29,"Fridge",24
"876",2012-06-30,"Fridge",24
"877",2012-07-01,"Fridge",24
"878",2012-07-02,"Fridge",23.5083333333333
"879",2012-07-03,"Fridge",24
"880",2012-07-04,"Fridge",24
"881",2012-07-05,"Fridge",24
"882",2012-07-06,"Fridge",24
"883",2012-07-07,"Fridge",24
"884",2012-07-08,"Fridge",24
"885",2012-07-09,"Fridge",24
"886",2012-07-10,"Fridge",24
"887",2012-07-11,"Fridge",24
"888",2012-07-12,"Fridge",24
"889",2012-07-13,"Fridge",24
"890",2012-07-14,"Fridge",24
"891",2012-07-15,"Fridge",24
"892",2012-07-16,"Fridge",24
"893",2012-07-17,"Fridge",24
"894",2012-07-18,"Fridge",24
"895",2012-07-19,"Fridge",24
"896",2012-07-20,"Fridge",24
"897",2012-07-21,"Fridge",24
"898",2012-07-22,"Fridge",24
"899",2012-07-23,"Fridge",24
"900",2012-07-24,"Fridge",24
"901",2012-07-25,"Fridge",24
"902",2012-07-26,"Fridge",24
"903",2012-07-27,"Fridge",24
"904",2012-07-28,"Fridge",24
"905",2012-07-29,"Fridge",24
"906",2012-07-30,"Fridge",24
"907",2012-07-31,"Fridge",24
"908",2012-08-01,"Fridge",24
"909",2012-08-02,"Fridge",24
"910",2012-08-03,"Fridge",24
"911",2012-08-04,"Fridge",24
"912",2012-08-05,"Fridge",24
"913",2012-08-06,"Fridge",24
"914",2012-08-07,"Fridge",24
"915",2012-08-08,"Fridge",24
"916",2012-08-09,"Fridge",24
"917",2012-08-10,"Fridge",24
"918",2012-08-11,"Fridge",24
"919",2012-08-12,"Fridge",24
"920",2012-08-13,"Fridge",24
"921",2012-08-14,"Fridge",24
"922",2012-08-15,"Fridge",24
"923",2012-08-16,"Fridge",24
"924",2012-08-17,"Fridge",24
"925",2012-08-18,"Fridge",24
"926",2012-08-19,"Fridge",24
"927",2012-08-20,"Fridge",24
"928",2012-08-21,"Fridge",24
"929",2012-08-22,"Fridge",24
"930",2012-08-23,"Fridge",24
"931",2012-08-24,"Fridge",24
"932",2012-08-25,"Fridge",24
"933",2012-08-26,"Fridge",24
"934",2012-08-27,"Fridge",24
"935",2012-08-28,"Fridge",24
"936",2012-08-29,"Fridge",24
"937",2012-08-30,"Fridge",24
"938",2012-08-31,"Fridge",24
"939",2012-09-01,"Fridge",24
"940",2012-09-02,"Fridge",24
"941",2012-09-03,"Fridge",24
"942",2012-09-04,"Fridge",24
"943",2012-09-05,"Fridge",24
"944",2012-09-06,"Fridge",24
"945",2012-09-07,"Fridge",24
"946",2012-09-08,"Fridge",24
"947",2012-09-09,"Fridge",24
"948",2012-09-10,"Fridge",24
"949",2012-09-11,"Fridge",24
"950",2012-09-12,"Fridge",24
"951",2012-09-13,"Fridge",24
"952",2012-09-14,"Fridge",24
"953",2012-09-15,"Fridge",24
"954",2012-09-16,"Fridge",24
"955",2012-09-17,"Fridge",24
"956",2012-09-18,"Fridge",24
"957",2012-09-19,"Fridge",24
"958",2012-09-20,"Fridge",24
"959",2012-09-21,"Fridge",24
"960",2012-09-22,"Fridge",24
"961",2012-09-23,"Fridge",24
"962",2012-09-24,"Fridge",24
"963",2012-09-25,"Fridge",24
"964",2012-09-26,"Fridge",24
"965",2012-09-27,"Fridge",24
"966",2012-09-28,"Fridge",24
"967",2012-09-29,"Fridge",24
"968",2012-09-30,"Fridge",24
"969",2012-10-01,"Fridge",24
"970",2012-10-02,"Fridge",24
"971",2012-10-03,"Fridge",24
"972",2012-10-04,"Fridge",24
"973",2012-10-05,"Fridge",24
"974",2012-10-06,"Fridge",24
"975",2012-10-07,"Fridge",24
"976",2012-10-08,"Fridge",24
"977",2012-10-09,"Fridge",24
"978",2012-10-10,"Fridge",24
"979",2012-10-11,"Fridge",24
"980",2012-10-12,"Fridge",24
"981",2012-10-13,"Fridge",24
"982",2012-10-14,"Fridge",24
"983",2012-10-15,"Fridge",24
"984",2012-10-16,"Fridge",24
"985",2012-10-17,"Fridge",24
"986",2012-10-18,"Fridge",24
"987",2012-10-19,"Fridge",24
"988",2012-10-20,"Fridge",24
"989",2012-10-21,"Fridge",24
"990",2012-10-22,"Fridge",24
"991",2012-10-23,"Fridge",24
"992",2012-10-24,"Fridge",24
"993",2012-10-25,"Fridge",24
"994",2012-10-26,"Fridge",24
"995",2012-10-27,"Fridge",24
"996",2012-10-28,"Fridge",24
"997",2012-10-29,"Fridge",24
"998",2012-10-30,"Fridge",24
"999",2012-10-31,"Fridge",24
"1000",2012-11-01,"Fridge",24
"1001",2012-11-02,"Fridge",24
"1002",2012-11-03,"Fridge",24
"1003",2012-11-04,"Fridge",24
"1004",2012-11-05,"Fridge",24
"1005",2012-11-06,"Fridge",24
"1006",2012-11-07,"Fridge",24
"1007",2012-11-08,"Fridge",24
"1008",2012-11-09,"Fridge",24
"1009",2012-11-10,"Fridge",23.4088888888889
"1010",2012-11-11,"Fridge",24
"1011",2012-11-12,"Fridge",24
"1012",2012-11-13,"Fridge",24
"1013",2012-11-14,"Fridge",24
"1014",2012-11-15,"Fridge",24
"1015",2012-11-16,"Fridge",24
"1016",2012-11-17,"Fridge",24
"1017",2012-11-18,"Fridge",24
"1018",2012-11-19,"Fridge",24
"1019",2012-11-20,"Fridge",24
"1020",2012-11-21,"Fridge",24
"1021",2012-11-22,"Fridge",24
"1022",2012-11-23,"Fridge",24
"1023",2012-11-24,"Fridge",24
"1024",2012-11-25,"Fridge",24
"1025",2012-11-26,"Fridge",24
"1026",2012-11-27,"Fridge",24
"1027",2012-11-28,"Fridge",24
"1028",2012-11-29,"Fridge",24
"1029",2012-11-30,"Fridge",24
"1030",2012-12-01,"Fridge",24
"1031",2012-12-02,"Fridge",24
"1032",2012-12-03,"Fridge",24
"1033",2012-12-04,"Fridge",24
"1034",2012-12-05,"Fridge",24
"1035",2012-12-06,"Fridge",24
"1036",2012-12-07,"Fridge",24
"1037",2012-12-08,"Fridge",24
"1038",2012-12-09,"Fridge",24
"1039",2012-12-10,"Fridge",24
"1040",2012-12-11,"Fridge",24
"1041",2012-12-12,"Fridge",24
"1042",2012-12-13,"Fridge",24
"1043",2012-12-14,"Fridge",24
"1044",2012-12-15,"Fridge",24
"1045",2012-12-16,"Fridge",24
"1046",2012-12-17,"Fridge",24
"1047",2012-12-18,"Fridge",24
"1048",2012-12-19,"Fridge",24
"1049",2012-12-20,"Fridge",24
"1050",2012-12-21,"Fridge",24
"1051",2012-12-22,"Fridge",24
"1052",2012-12-23,"Fridge",24
"1053",2012-12-24,"Fridge",24
"1054",2012-12-25,"Fridge",24
"1055",2012-12-26,"Fridge",24
"1056",2012-12-27,"Fridge",24
"1057",2012-12-28,"Fridge",24
"1058",2012-12-29,"Fridge",24
"1059",2012-12-30,"Fridge",24
"1060",2012-12-31,"Fridge",24
"1061",2013-01-01,"Fridge",24
"1062",2013-01-02,"Fridge",24
"1063",2013-01-03,"Fridge",24
"1064",2013-01-04,"Fridge",24
"1065",2013-01-05,"Fridge",24
"1066",2013-01-06,"Fridge",24
"1067",2013-01-07,"Fridge",24
"1068",2013-01-08,"Fridge",24
"1069",2013-01-09,"Fridge",24
"1070",2013-01-10,"Fridge",24
"1071",2013-01-11,"Fridge",24
"1072",2013-01-12,"Fridge",24
"1073",2013-01-13,"Fridge",24
"1074",2013-01-14,"Fridge",24
"1075",2013-01-15,"Fridge",24
"1076",2013-01-16,"Fridge",24
"1077",2013-01-17,"Fridge",24
"1078",2013-01-18,"Fridge",24
"1079",2013-01-19,"Fridge",24
"1080",2013-01-20,"Fridge",24
"1081",2013-01-21,"Fridge",24
"1082",2013-01-22,"Fridge",24
"1083",2013-01-23,"Fridge",24
"1084",2013-01-24,"Fridge",24
"1085",2013-01-25,"Fridge",24
"1086",2013-01-26,"Fridge",24
"1087",2013-01-27,"Fridge",24
"1088",2013-01-28,"Fridge",24
"1089",2013-01-29,"Fridge",24
"1090",2013-01-30,"Fridge",24
"1091",2012-06-27,"Entertainment",24
"1092",2012-06-28,"Entertainment",24
"1093",2012-06-29,"Entertainment",24
"1094",2012-06-30,"Entertainment",24
"1095",2012-07-01,"Entertainment",24
"1096",2012-07-02,"Entertainment",24
"1097",2012-07-03,"Entertainment",24
"1098",2012-07-04,"Entertainment",24
"1099",2012-07-05,"Entertainment",24
"1100",2012-07-06,"Entertainment",24
"1101",2012-07-07,"Entertainment",24
"1102",2012-07-08,"Entertainment",24
"1103",2012-07-09,"Entertainment",24
"1104",2012-07-10,"Entertainment",24
"1105",2012-07-11,"Entertainment",24
"1106",2012-07-12,"Entertainment",24
"1107",2012-07-13,"Entertainment",24
"1108",2012-07-14,"Entertainment",24
"1109",2012-07-15,"Entertainment",24
"1110",2012-07-16,"Entertainment",24
"1111",2012-07-17,"Entertainment",24
"1112",2012-07-18,"Entertainment",24
"1113",2012-07-19,"Entertainment",24
"1114",2012-07-20,"Entertainment",24
"1115",2012-07-21,"Entertainment",24
"1116",2012-07-22,"Entertainment",24
"1117",2012-07-23,"Entertainment",24
"1118",2012-07-24,"Entertainment",24
"1119",2012-07-25,"Entertainment",24
"1120",2012-07-26,"Entertainment",24
"1121",2012-07-27,"Entertainment",24
"1122",2012-07-28,"Entertainment",24
"1123",2012-07-29,"Entertainment",24
"1124",2012-07-30,"Entertainment",24
"1125",2012-07-31,"Entertainment",24
"1126",2012-08-01,"Entertainment",24
"1127",2012-08-02,"Entertainment",24
"1128",2012-08-03,"Entertainment",24
"1129",2012-08-04,"Entertainment",24
"1130",2012-08-05,"Entertainment",24
"1131",2012-08-06,"Entertainment",24
"1132",2012-08-07,"Entertainment",24
"1133",2012-08-08,"Entertainment",24
"1134",2012-08-09,"Entertainment",24
"1135",2012-08-10,"Entertainment",24
"1136",2012-08-11,"Entertainment",24
"1137",2012-08-12,"Entertainment",24
"1138",2012-08-13,"Entertainment",23.995
"1139",2012-08-14,"Entertainment",24
"1140",2012-08-15,"Entertainment",24
"1141",2012-08-16,"Entertainment",24
"1142",2012-08-17,"Entertainment",24
"1143",2012-08-18,"Entertainment",24
"1144",2012-08-19,"Entertainment",24
"1145",2012-08-20,"Entertainment",24
"1146",2012-08-21,"Entertainment",24
"1147",2012-08-22,"Entertainment",24
"1148",2012-08-23,"Entertainment",24
"1149",2012-08-24,"Entertainment",24
"1150",2012-08-25,"Entertainment",24
"1151",2012-08-26,"Entertainment",24
"1152",2012-08-27,"Entertainment",24
"1153",2012-08-28,"Entertainment",24
"1154",2012-08-29,"Entertainment",24
"1155",2012-08-30,"Entertainment",24
"1156",2012-08-31,"Entertainment",24
"1157",2012-09-01,"Entertainment",24
"1158",2012-09-02,"Entertainment",24
"1159",2012-09-03,"Entertainment",24
"1160",2012-09-04,"Entertainment",24
"1161",2012-09-05,"Entertainment",24
"1162",2012-09-06,"Entertainment",24
"1163",2012-09-07,"Entertainment",24
"1164",2012-09-08,"Entertainment",24
"1165",2012-09-09,"Entertainment",24
"1166",2012-09-10,"Entertainment",24
"1167",2012-09-11,"Entertainment",24
"1168",2012-09-12,"Entertainment",24
"1169",2012-09-13,"Entertainment",24
"1170",2012-09-14,"Entertainment",24
"1171",2012-09-15,"Entertainment",24
"1172",2012-09-16,"Entertainment",24
"1173",2012-09-17,"Entertainment",24
"1174",2012-09-18,"Entertainment",24
"1175",2012-09-19,"Entertainment",24
"1176",2012-09-20,"Entertainment",24
"1177",2012-09-21,"Entertainment",24
"1178",2012-09-22,"Entertainment",24
"1179",2012-09-23,"Entertainment",24
"1180",2012-09-24,"Entertainment",24
"1181",2012-09-25,"Entertainment",24
"1182",2012-09-26,"Entertainment",24
"1183",2012-09-27,"Entertainment",24
"1184",2012-09-28,"Entertainment",24
"1185",2012-09-29,"Entertainment",24
"1186",2012-09-30,"Entertainment",24
"1187",2012-10-01,"Entertainment",24
"1188",2012-10-02,"Entertainment",24
"1189",2012-10-03,"Entertainment",24
"1190",2012-10-04,"Entertainment",24
"1191",2012-10-05,"Entertainment",24
"1192",2012-10-06,"Entertainment",24
"1193",2012-10-07,"Entertainment",24
"1194",2012-10-08,"Entertainment",24
"1195",2012-10-09,"Entertainment",24
"1196",2012-10-10,"Entertainment",24
"1197",2012-10-11,"Entertainment",24
"1198",2012-10-12,"Entertainment",24
"1199",2012-10-13,"Entertainment",24
"1200",2012-10-14,"Entertainment",24
"1201",2012-10-15,"Entertainment",24
"1202",2012-10-16,"Entertainment",24
"1203",2012-10-17,"Entertainment",24
"1204",2012-10-18,"Entertainment",24
"1205",2012-10-19,"Entertainment",24
"1206",2012-10-20,"Entertainment",24
"1207",2012-10-21,"Entertainment",24
"1208",2012-10-22,"Entertainment",24
"1209",2012-10-23,"Entertainment",24
"1210",2012-10-24,"Entertainment",24
"1211",2012-10-25,"Entertainment",24
"1212",2012-10-26,"Entertainment",24
"1213",2012-10-27,"Entertainment",24
"1214",2012-10-28,"Entertainment",15.5375
"1215",2012-10-29,"Entertainment",4.95111111111111
"1216",2012-10-30,"Entertainment",5.21805555555556
"1217",2012-10-31,"Entertainment",15.2905555555556
"1218",2012-11-01,"Entertainment",24
"1219",2012-11-02,"Entertainment",24
"1220",2012-11-03,"Entertainment",24
"1221",2012-11-04,"Entertainment",24
"1222",2012-11-05,"Entertainment",24
"1223",2012-11-06,"Entertainment",24
"1224",2012-11-07,"Entertainment",24
"1225",2012-11-08,"Entertainment",24
"1226",2012-11-09,"Entertainment",24
"1227",2012-11-10,"Entertainment",24
"1228",2012-11-11,"Entertainment",24
"1229",2012-11-12,"Entertainment",24
"1230",2012-11-13,"Entertainment",24
"1231",2012-11-14,"Entertainment",24
"1232",2012-11-15,"Entertainment",24
"1233",2012-11-16,"Entertainment",24
"1234",2012-11-17,"Entertainment",24
"1235",2012-11-18,"Entertainment",24
"1236",2012-11-19,"Entertainment",24
"1237",2012-11-20,"Entertainment",24
"1238",2012-11-21,"Entertainment",24
"1239",2012-11-22,"Entertainment",24
"1240",2012-11-23,"Entertainment",24
"1241",2012-11-24,"Entertainment",24
"1242",2012-11-25,"Entertainment",24
"1243",2012-11-26,"Entertainment",24
"1244",2012-11-27,"Entertainment",24
"1245",2012-11-28,"Entertainment",24
"1246",2012-11-29,"Entertainment",24
"1247",2012-11-30,"Entertainment",24
"1248",2012-12-01,"Entertainment",24
"1249",2012-12-02,"Entertainment",24
"1250",2012-12-03,"Entertainment",24
"1251",2012-12-04,"Entertainment",24
"1252",2012-12-05,"Entertainment",24
"1253",2012-12-06,"Entertainment",24
"1254",2012-12-07,"Entertainment",24
"1255",2012-12-08,"Entertainment",24
"1256",2012-12-09,"Entertainment",24
"1257",2012-12-10,"Entertainment",24
"1258",2012-12-11,"Entertainment",24
"1259",2012-12-12,"Entertainment",24
"1260",2012-12-13,"Entertainment",24
"1261",2012-12-14,"Entertainment",24
"1262",2012-12-15,"Entertainment",24
"1263",2012-12-16,"Entertainment",24
"1264",2012-12-17,"Entertainment",24
"1265",2012-12-18,"Entertainment",24
"1266",2012-12-19,"Entertainment",24
"1267",2012-12-20,"Entertainment",24
"1268",2012-12-21,"Entertainment",24
"1269",2012-12-22,"Entertainment",24
"1270",2012-12-23,"Entertainment",24
"1271",2012-12-24,"Entertainment",24
"1272",2012-12-25,"Entertainment",24
"1273",2012-12-26,"Entertainment",24
"1274",2012-12-27,"Entertainment",24
"1275",2012-12-28,"Entertainment",24
"1276",2012-12-29,"Entertainment",24
"1277",2012-12-30,"Entertainment",24
"1278",2012-12-31,"Entertainment",24
"1279",2013-01-01,"Entertainment",24
"1280",2013-01-02,"Entertainment",24
"1281",2013-01-03,"Entertainment",24
"1282",2013-01-04,"Entertainment",24
"1283",2013-01-05,"Entertainment",0
"1284",2013-01-06,"Entertainment",0
"1285",2013-01-07,"Entertainment",0
"1286",2013-01-08,"Entertainment",0
"1287",2013-01-09,"Entertainment",0
"1288",2013-01-10,"Entertainment",0
"1289",2013-01-11,"Entertainment",0
"1290",2013-01-12,"Entertainment",0
"1291",2013-01-13,"Entertainment",0
"1292",2013-01-14,"Entertainment",0
"1293",2013-01-15,"Entertainment",0
"1294",2013-01-16,"Entertainment",0
"1295",2013-01-17,"Entertainment",0
"1296",2013-01-18,"Entertainment",0
"1297",2013-01-19,"Entertainment",0
"1298",2013-01-20,"Entertainment",0
"1299",2013-01-21,"Entertainment",0
"1300",2013-01-22,"Entertainment",0
"1301",2013-01-23,"Entertainment",0
"1302",2013-01-24,"Entertainment",0
"1303",2013-01-25,"Entertainment",0
"1304",2013-01-26,"Entertainment",0
"1305",2013-01-27,"Entertainment",0
"1306",2013-01-28,"Entertainment",0
"1307",2013-01-29,"Entertainment",0
"1308",2013-01-30,"Entertainment",0
"1309",2012-06-27,"PC",24
"1310",2012-06-28,"PC",24
"1311",2012-06-29,"PC",24
"1312",2012-06-30,"PC",24
"1313",2012-07-01,"PC",24
"1314",2012-07-02,"PC",24
"1315",2012-07-03,"PC",24
"1316",2012-07-04,"PC",24
"1317",2012-07-05,"PC",24
"1318",2012-07-06,"PC",24
"1319",2012-07-07,"PC",24
"1320",2012-07-08,"PC",24
"1321",2012-07-09,"PC",24
"1322",2012-07-10,"PC",24
"1323",2012-07-11,"PC",24
"1324",2012-07-12,"PC",24
"1325",2012-07-13,"PC",24
"1326",2012-07-14,"PC",24
"1327",2012-07-15,"PC",24
"1328",2012-07-16,"PC",24
"1329",2012-07-17,"PC",24
"1330",2012-07-18,"PC",24
"1331",2012-07-19,"PC",24
"1332",2012-07-20,"PC",24
"1333",2012-07-21,"PC",24
"1334",2012-07-22,"PC",24
"1335",2012-07-23,"PC",24
"1336",2012-07-24,"PC",24
"1337",2012-07-25,"PC",24
"1338",2012-07-26,"PC",24
"1339",2012-07-27,"PC",24
"1340",2012-07-28,"PC",24
"1341",2012-07-29,"PC",24
"1342",2012-07-30,"PC",24
"1343",2012-07-31,"PC",24
"1344",2012-08-01,"PC",24
"1345",2012-08-02,"PC",24
"1346",2012-08-03,"PC",24
"1347",2012-08-04,"PC",24
"1348",2012-08-05,"PC",24
"1349",2012-08-06,"PC",24
"1350",2012-08-07,"PC",24
"1351",2012-08-08,"PC",24
"1352",2012-08-09,"PC",24
"1353",2012-08-10,"PC",24
"1354",2012-08-11,"PC",24
"1355",2012-08-12,"PC",24
"1356",2012-08-13,"PC",24
"1357",2012-08-14,"PC",24
"1358",2012-08-15,"PC",24
"1359",2012-08-16,"PC",24
"1360",2012-08-17,"PC",24
"1361",2012-08-18,"PC",24
"1362",2012-08-19,"PC",24
"1363",2012-08-20,"PC",24
"1364",2012-08-21,"PC",24
"1365",2012-08-22,"PC",24
"1366",2012-08-23,"PC",24
"1367",2012-08-24,"PC",24
"1368",2012-08-25,"PC",24
"1369",2012-08-26,"PC",24
"1370",2012-08-27,"PC",24
"1371",2012-08-28,"PC",24
"1372",2012-08-29,"PC",24
"1373",2012-08-30,"PC",24
"1374",2012-08-31,"PC",24
"1375",2012-09-01,"PC",24
"1376",2012-09-02,"PC",24
"1377",2012-09-03,"PC",24
"1378",2012-09-04,"PC",24
"1379",2012-09-05,"PC",24
"1380",2012-09-06,"PC",24
"1381",2012-09-07,"PC",24
"1382",2012-09-08,"PC",24
"1383",2012-09-09,"PC",24
"1384",2012-09-10,"PC",24
"1385",2012-09-11,"PC",24
"1386",2012-09-12,"PC",24
"1387",2012-09-13,"PC",24
"1388",2012-09-14,"PC",24
"1389",2012-09-15,"PC",24
"1390",2012-09-16,"PC",24
"1391",2012-09-17,"PC",24
"1392",2012-09-18,"PC",24
"1393",2012-09-19,"PC",24
"1394",2012-09-20,"PC",24
"1395",2012-09-21,"PC",24
"1396",2012-09-22,"PC",24
"1397",2012-09-23,"PC",24
"1398",2012-09-24,"PC",24
"1399",2012-09-25,"PC",24
"1400",2012-09-26,"PC",24
"1401",2012-09-27,"PC",24
"1402",2012-09-28,"PC",24
"1403",2012-09-29,"PC",24
"1404",2012-09-30,"PC",24
"1405",2012-10-01,"PC",24
"1406",2012-10-02,"PC",24
"1407",2012-10-03,"PC",24
"1408",2012-10-04,"PC",24
"1409",2012-10-05,"PC",24
"1410",2012-10-06,"PC",24
"1411",2012-10-07,"PC",24
"1412",2012-10-08,"PC",24
"1413",2012-10-09,"PC",24
"1414",2012-10-10,"PC",24
"1415",2012-10-11,"PC",24
"1416",2012-10-12,"PC",24
"1417",2012-10-13,"PC",24
"1418",2012-10-14,"PC",24
"1419",2012-10-15,"PC",24
"1420",2012-10-16,"PC",24
"1421",2012-10-17,"PC",24
"1422",2012-10-18,"PC",24
"1423",2012-10-19,"PC",24
"1424",2012-10-20,"PC",24
"1425",2012-10-21,"PC",24
